gene	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
ANXA2	3.77698516384567e-165	1.22873948087118	0.995	0.998	1.2667630541022e-160
CHML	3.82717253264619e-164	0.94398285280905	0.888	0.415	1.28359539572421e-159
LMCD1	6.02110424619786e-163	1.21108241020431	0.779	0.308	2.0194181531323e-158
RPL21	9.65065738947322e-162	-0.825560603856751	0.998	1	3.23673398185542e-157
FSTL1	2.44187733991134e-160	0.91100244842717	0.958	0.64	8.18981241032865e-156
CSRP1	2.963192755257e-159	1.41883464026205	0.989	0.969	9.93825218185644e-155
FBN1	6.68017120344414e-159	0.752723685372597	0.687	0.213	2.24046261992313e-154
ENAH	3.71605087225943e-158	1.00820544866844	0.975	0.902	1.24632630204709e-153
ATOH8	1.25090647198922e-157	0.675124815333031	0.788	0.289	4.19541521640464e-153
RPS28	4.49405425243419e-156	-0.585466938700125	0.998	1	1.5072608557239e-151
NEAT1	6.11947027920141e-156	1.67702285574377	0.989	0.893	2.05240913694136e-151
ACTG1	1.33492906994137e-154	1.00383511570422	1	0.999	4.47721860767635e-150
ADAM19	2.58815458185944e-152	0.30069265312925	0.4	0.061	8.68041165209839e-148
FHL1	3.05170445103558e-152	1.08461714144858	0.864	0.46	1.02351115583282e-147
ALCAM	2.50086224258135e-149	0.91075157843491	0.894	0.472	8.38764187539359e-145
DSTN	4.55311101569235e-149	0.946249106650402	0.979	0.987	1.52706790355306e-144
SHISA9	5.27169347110008e-149	0.414669585783338	0.545	0.125	1.76807327327226e-144
NT5E	3.01482577250197e-148	0.388025744315473	0.48	0.097	1.01114241583943e-143
CDON	4.37757155571403e-148	0.644941980441601	0.727	0.243	1.46819372407093e-143
HMGB1	4.54401549156377e-147	-0.886769658310905	0.998	1	1.52401735571557e-142
LIMA1	1.73291817081907e-146	0.984651489986325	0.975	0.88	5.81203425311006e-142
ELL2	3.56346180119265e-145	0.372648805507196	0.492	0.103	1.195149453502e-140
MALAT1	1.14517815617185e-144	1.6176491714123	1	1	3.84081301798476e-140
EPB41L3	3.57649026317104e-142	0.464667156549184	0.704	0.215	1.19951906936494e-137
CTGF	1.18261774847326e-139	1.31880167552993	0.75	0.313	3.96638166660448e-135
CRYAB	1.88486624878529e-139	2.43987060072738	0.72	0.285	6.32165291180099e-135
UBE2QL1	1.443298990503e-138	0.308573381329354	0.423	0.078	4.840680484248e-134
GYPC	1.8110172979481e-137	0.377629638808758	0.618	0.161	6.07397091558812e-133
FERMT2	2.59573305992928e-137	0.848838367936388	0.899	0.564	8.70582910969682e-133
CDKN2A	4.53749514283013e-137	0.661005795133387	0.804	0.302	1.5218304959538e-132
FH	1.01857298076598e-136	1.30210607219386	0.958	0.788	3.41619192019103e-132
LMO7	6.17498679122221e-135	0.614487530459304	0.708	0.25	2.07102881990802e-130
SLIRP	8.39678273492767e-135	-0.841974177172611	0.938	0.986	2.81619696146739e-130
MGP	4.38795492723553e-133	1.48618335958046	0.669	0.222	1.47167620304553e-128
XIST	8.34214245204475e-133	0.87847056996438	0.844	0.354	2.79787115699129e-128
MYL6	1.9388554575381e-131	0.722210827769091	0.996	1	6.50272731903703e-127
OPN3	3.37595358364899e-131	0.740398467596985	0.871	0.422	1.13226107242004e-126
EIF3M	6.41974950953183e-131	-0.925911014361061	0.975	0.995	2.15311978800188e-126
RPL36	1.09402484723646e-130	-0.521412291113989	1	1	3.66924993514636e-126
IGFBP5	1.9785597145751e-129	1.48573961436926	0.742	0.301	6.63589142671342e-125
COX4I1	2.89603167735598e-128	-0.880610751910334	0.975	0.994	9.71300064268422e-124
ACTN1	2.7928404984015e-127	0.89757319790899	0.947	0.825	9.36690774758878e-123
CD24	2.92897460966579e-127	0.826369646959832	0.807	0.331	9.8234879433581e-123
GBP1	4.75565589552064e-126	0.547240715104435	0.664	0.217	1.59499943079867e-121
FRZB	7.8989686095772e-126	0.323442793638468	0.395	0.073	2.6492350819661e-121
RPS23	1.60816167898023e-125	-0.401736750884985	1	1	5.3936134551318e-121
PSMB5	4.48126092977417e-125	-0.591216904965684	0.979	0.998	1.50297010323696e-120
EDN1	4.31598892778245e-123	0.566053192639667	0.478	0.111	1.44753952648896e-118
FLNC	4.67712586046138e-123	0.288923625659867	0.457	0.101	1.56866124234014e-118
COX7B	6.89072653447163e-123	-0.621998732711686	0.97	0.997	2.31108077239644e-118
TPT1	6.89323274872558e-123	-0.641492654655904	0.996	1	2.31192133159507e-118
COL5A1	1.05840871513157e-121	0.569526720096762	0.781	0.347	3.54979698967976e-117
AKR1C3	7.33763513189135e-121	-1.55283763668375	0.237	0.738	2.46096944688504e-116
SIM2	1.01261403498854e-120	0.404079562475596	0.625	0.198	3.39620621194806e-116
CRABP1	2.43005093040944e-120	1.07378635728523	0.881	0.514	8.15014781550023e-116
SAP18	2.47610954733728e-120	-0.776480414584383	0.959	0.992	8.30462381081451e-116
CALM1	3.03199217775804e-120	-1.29987258110294	0.975	0.996	1.01689985649827e-115
LOXL2	1.24056154359559e-119	0.387395652747083	0.508	0.131	4.16071936106525e-115
FLT1	2.26495281262881e-119	0.257498397345886	0.335	0.054	7.59642523827578e-115
SC5D	4.42869763698629e-119	0.712861712868231	0.89	0.469	1.48534090046883e-114
MDK	1.84949466830893e-118	0.985531083597613	0.965	0.754	6.20302016804133e-114
PTN	1.92206234253275e-118	0.398545555795225	0.503	0.125	6.44640489062058e-114
DLC1	4.56100245539663e-117	0.646992672956722	0.867	0.525	1.52971461351548e-112
LTBP1	2.37840355416636e-116	0.346206895000366	0.499	0.127	7.97692768031856e-112
GADD45GIP1	5.35995430705053e-116	-0.557900555028713	0.986	0.999	1.79767507504168e-111
UBA52	8.87334185479555e-116	-0.433097650002273	0.998	0.999	2.97603012467988e-111
CAPN6	4.67655399402234e-115	0.510569159578039	0.639	0.203	1.56846944405515e-110
RHOB	4.8618620882269e-115	0.753788781595802	0.814	0.411	1.63061992577042e-110
DDAH1	7.06842615522121e-115	0.426675169015078	0.699	0.266	2.37067944819964e-110
COX8A	1.15505572246502e-114	-0.583604471926678	0.982	0.998	3.87394138757544e-110
TXNRD2	1.44118007990314e-114	0.793780641599012	0.887	0.582	4.83357386998713e-110
CRLF1	1.77411134063014e-114	-1.3130089825524	0.283	0.762	5.95019202533942e-110
TAGLN2	8.2622547266109e-114	-0.966451684505459	0.349	0.781	2.77107761275803e-109
PRRX1	6.3508443230486e-113	0.319256765991608	0.48	0.119	2.13000967750727e-108
ARID5B	8.10241502427339e-113	0.864248440269016	0.929	0.719	2.71746897499105e-108
MAP4	1.42186481905079e-112	0.732869091454773	0.959	0.795	4.76879241661443e-108
CYBA	1.87789362820665e-112	0.769416591154595	0.819	0.351	6.29826743964229e-108
APP	3.08454604923371e-112	0.854995200358939	0.991	0.93	1.03452589945249e-107
RPL18	3.45630679561335e-112	-0.398201013938218	0.998	1	1.15921073618076e-107
AKAP12	5.99141138348047e-112	1.19571716919887	0.936	0.723	2.00945946390551e-107
RPS16	1.93678686689954e-111	-0.381258325540617	0.996	1	6.49578947289436e-107
GADD45B	1.12046585591644e-110	0.77953061873861	0.726	0.331	3.75793043415814e-106
GALNT2	1.15646378794944e-110	0.651747004287378	0.862	0.477	3.87866389840362e-106
LRRC38	2.94889208877482e-110	0.324257998440935	0.338	0.06	9.89028917654186e-106
SEPT11	1.95446125246278e-109	0.718541777683102	0.977	0.906	6.55506759463492e-105
TNFRSF12A	4.51802513635843e-109	0.924646467309979	0.929	0.641	1.51530045048325e-104
DIO2	4.60856856870485e-109	0.584576792099337	0.354	0.067	1.54566781225792e-104
ACTB	6.44785596636946e-109	0.493597721150792	1	0.999	2.16254641256065e-104
ITGB1	5.68867886949082e-108	0.7259847645281	0.991	0.953	1.90792600603853e-103
GTF3C6	6.41754235984993e-108	-0.728634642264564	0.888	0.964	2.15237953207007e-103
PDPN	2.75066502432944e-107	0.417995063073502	0.395	0.086	9.22545542509851e-103
ATP5F1B	1.12057446360775e-106	-0.559727823341935	0.989	0.998	3.75829469349403e-102
SSBP4	3.5458928469212e-106	-0.759681912207212	0.719	0.906	1.1892570019289e-101
PKD2	1.19798532779433e-105	0.35954397833658	0.596	0.196	4.01792299088939e-101
SERPINE1	1.43183046928634e-105	0.646992168954086	0.35	0.069	4.80221621093946e-101
FAT4	5.05910570634397e-105	0.594396513280082	0.818	0.41	1.69677346285071e-100
H2AFY2	9.45305915648729e-105	-0.798675726124376	0.717	0.896	3.17046151049427e-100
ZNF667-AS1	5.74791724808813e-104	0.31813061938275	0.687	0.237	1.92779396583628e-99
CARMN	1.08579132473439e-103	0.285593156708207	0.285	0.044	3.64163552402668e-99
DGKD	1.45194600778762e-103	0.587941272978738	0.883	0.547	4.86968171551891e-99
DKK1	2.39640832846794e-103	0.678077763260577	0.301	0.051	8.03731389284864e-99
LGALS1	4.69755008979363e-103	-1.71225980029557	0.52	0.816	1.57551132461589e-98
ATP5F1C	1.94575358708633e-102	-0.659101659994126	0.945	0.983	6.52586295572883e-98
AHNAK	2.76036985020968e-102	0.699801641696093	0.94	0.702	9.25800444061825e-98
HSP90AB1	3.38148183646081e-102	-0.602168498346588	0.998	0.999	1.13411519313059e-97
GNAS	3.60846342698153e-102	0.503327708559202	0.998	0.999	1.21024254877534e-97
CFDP1	1.33851006343307e-101	-0.649906078763065	0.8	0.933	4.48922890174816e-97
NELL2	2.3935215729385e-101	-0.914994521935733	0.458	0.804	8.02763200347843e-97
NDUFS3	9.50135141097853e-101	-0.705261912672111	0.919	0.97	3.18665824972809e-96
IGFBP4	1.31475616578076e-100	0.489334852211121	0.749	0.293	4.40956070441209e-96
PSMC3	5.05773148891391e-100	-0.67291814743931	0.972	0.991	1.69631256406684e-95
CD99	1.97744750990115e-99	0.652036686238507	0.993	0.994	6.63216120345746e-95
RPS19	2.44261832671071e-99	-0.334255253178514	1	1	8.19229760595506e-95
PSMD7	2.84521871466558e-99	-0.679939967213115	0.885	0.955	9.54257904711689e-95
HOOK1	4.63710648157633e-99	-1.04302594959381	0.703	0.894	1.55523914285589e-94
RPS13	5.4761394291153e-99	-0.354015259390203	0.998	1	1.83664240313098e-94
EFEMP2	1.79778133738378e-98	0.355539830163287	0.664	0.245	6.02957882745146e-94
JUN	2.90254512847374e-98	0.788249326376326	0.781	0.382	9.73484610638806e-94
CRISPLD1	3.39016081970999e-98	0.400507345056885	0.411	0.103	1.13702603732253e-93
MAPT	4.9762585457818e-98	0.57092214709913	0.876	0.45	1.66898735366976e-93
ESD	1.02188255782072e-97	-0.638502981136588	0.867	0.958	3.4272919106749e-93
TGFBI	1.26850812732903e-97	0.257592020548022	0.285	0.048	4.25444940824884e-93
LAMP2	1.67357943751757e-97	0.636859443903295	0.899	0.563	5.61301807549017e-93
GPX7	3.22466596617132e-97	0.40035734483287	0.77	0.312	1.0815207183942e-92
SERPINH1	4.05727303509515e-97	0.715830313278668	0.975	0.853	1.36076880324056e-92
FHL2	1.37272289854297e-96	0.287418094995657	0.512	0.152	4.60397532942328e-92
EFNB1	2.00589833886842e-96	0.685975476511696	0.926	0.664	6.7275824387308e-92
ATP11C	2.92970769571199e-96	0.680020884728845	0.956	0.772	9.82594664064843e-92
ATP5MC3	4.14361209292656e-96	-0.473168087990529	0.979	0.998	1.38972605984664e-91
MRPL57	4.21853354622056e-96	-0.754789509654387	0.915	0.976	1.41485396606691e-91
TMEM50A	1.5417006641184e-95	0.630192778568696	0.989	0.937	5.1707098573867e-91
PRDX1	7.47411414256168e-95	-0.489791427349762	0.995	1	2.50674314227376e-90
PLP2	1.04029345325051e-94	-0.794576751344412	0.467	0.794	3.48904021285688e-90
AHSA1	1.52414851134481e-94	-0.696013729742331	0.736	0.885	5.11184169219934e-90
PPA1	6.55863537891831e-94	-0.549887547442741	0.986	0.997	2.19970071973541e-89
UQCRH	1.48435539508769e-93	-0.403029387763866	0.988	0.999	4.97837955958459e-89
RPL41	2.26315182290616e-93	-0.307415274507981	1	1	7.59038489884496e-89
GSTM3	4.35801539222025e-93	0.581955672516467	0.901	0.472	1.46163478239675e-88
NDUFB7	2.50326895705355e-92	-0.486270346459352	0.979	0.998	8.39571375506189e-88
CPPED1	3.13012869603089e-92	0.261278863257348	0.483	0.139	1.0498138633618e-87
QSOX1	3.58221597976328e-92	0.438165066744869	0.669	0.281	1.20143941745281e-87
RAI14	4.84344626889208e-92	0.346113467316219	0.561	0.197	1.62444344412371e-87
CCK	5.22065122095603e-92	1.02932870601535	0.947	0.682	1.75095421299644e-87
SSR4	9.09356637203134e-92	0.587580427251428	0.993	0.996	3.04989122551559e-87
SNRPB	9.50060098342953e-92	-0.497194879582802	0.988	0.998	3.18640656383243e-87
FLRT2	1.62501830658657e-91	0.569566776641731	0.857	0.495	5.45014889846069e-87
BEX3	5.65538976904662e-91	0.61736330795216	0.986	0.989	1.89676117464055e-86
APOE	1.34453843430822e-90	0.796022582616544	0.74	0.323	4.50944745482633e-86
CDC123	2.28740078656795e-90	-0.63450762903321	0.816	0.919	7.67171349807026e-86
GPNMB	2.7410016313362e-90	0.336127511316744	0.432	0.119	9.19304537133849e-86
S100A2	3.29249523699415e-90	0.31687146008749	0.437	0.121	1.10426997753547e-85
EPHA3	6.40279343819084e-90	0.442962595391359	0.639	0.257	2.14743289123483e-85
CAMK2D	1.27509567407069e-89	0.394282979764265	0.676	0.285	4.2765433812657e-85
IL13RA1	5.70531986354794e-89	0.295563994922327	0.536	0.177	1.91350722903534e-84
NUDT5	7.88681186907332e-89	-0.613478769408948	0.8	0.916	2.6451578327685e-84
ARMCX1	1.67388737404782e-88	0.283538362760742	0.515	0.16	5.61405086381898e-84
EXT1	2.26908124828737e-88	0.464475404636781	0.788	0.412	7.61027159863102e-84
MAP7D3	2.51324364500838e-88	0.602999730159098	0.913	0.702	8.42916786099359e-84
FCGRT	2.54308001444005e-88	0.852118525842075	0.996	0.976	8.52923606043049e-84
SMURF2	4.85470536363757e-88	0.674859075128056	0.77	0.438	1.6282196319104e-83
SYDE2	4.91906484092064e-88	0.363654105134349	0.614	0.234	1.64980515699638e-83
RHOD	5.20136293616846e-88	0.262980517458458	0.554	0.178	1.74448511516154e-83
TCEAL3	5.39931152888827e-88	0.478174297027899	0.789	0.411	1.81087509367384e-83
SH3BP4	6.24181172934565e-88	0.336491209540653	0.667	0.262	2.09344123590524e-83
YWHAZ	9.3748609314829e-88	0.565472871948891	0.973	0.957	3.14423460781005e-83
PRRX2	2.17698926593504e-87	0.666096509723927	0.887	0.6	7.30140429901954e-83
UQCR10	2.32592750314783e-87	-0.562091083027763	0.965	0.994	7.80092825280751e-83
HAND2	5.84158245643451e-87	0.579186886362731	0.839	0.502	1.95920834006357e-82
CES1	1.58268953871181e-86	-0.914168048365829	0.181	0.632	5.30818244388556e-82
HSP90AA1	6.61501873794858e-86	-0.50773343099471	1	0.999	2.21861113452058e-81
COX5A	8.19101922658708e-86	-0.505065533400224	0.97	0.995	2.74718593840504e-81
TOMM20	6.19633353901806e-85	0.537514019452664	0.988	0.974	2.07818830565127e-80
SGK1	8.93772134714318e-85	0.848672713754613	0.892	0.623	2.99762236261835e-80
TCEAL4	1.27421914593962e-84	0.57297101879338	0.938	0.88	4.27360359356688e-80
MTCH1	2.37199905248065e-84	0.553096452684663	0.977	0.954	7.95544762211484e-80
BTF3	2.40252592972542e-84	-0.37189334007268	0.989	0.998	8.05783171570609e-80
MIR503HG	3.42071077798984e-84	0.422663464020811	0.441	0.133	1.14727218783001e-79
PGM2L1	6.28485457070241e-84	0.528454472556579	0.789	0.415	2.10787737446788e-79
GRN	9.13961850181521e-84	0.589303256361334	0.896	0.573	3.0653366493238e-79
CCNI	1.21264149959992e-83	0.510298354389293	0.975	0.977	4.06707832550818e-79
GCSH	1.70565761066414e-83	-0.628795939995897	0.867	0.943	5.72060506040645e-79
APLP2	1.94403741185106e-83	0.685759486657777	0.956	0.839	6.52010707560727e-79
SEPT6	4.53738592397801e-83	0.566717509363187	0.933	0.691	1.52179386504299e-78
TRIR	1.02601381284912e-82	-0.531825072590115	0.973	0.993	3.44114772691468e-78
CKB	1.11177929360266e-82	-0.818800858378682	0.855	0.946	3.72879657281397e-78
TIMM13	1.8392780421899e-82	-0.506068003752557	0.972	0.997	6.16875462570071e-78
BHLHE22	3.05413560632341e-82	0.417673195014498	0.642	0.258	1.02432654100481e-77
POMP	3.50666637344758e-82	-0.573818865345965	0.981	0.996	1.17610083499059e-77
PHGDH	5.61268224157888e-82	-0.59898875262145	0.867	0.957	1.88243749700314e-77
TBC1D15	6.28909063676086e-82	-0.707552543030696	0.54	0.794	2.10929810866323e-77
SNAI2	1.38449505419882e-81	0.2902885135717	0.414	0.116	4.64345796227741e-77
CYC1	3.11469934950182e-81	-0.57423552937091	0.947	0.985	1.04463901482942e-76
GLIPR1	3.59337127038474e-81	0.390359009552614	0.618	0.254	1.20518079037434e-76
DLGAP1	3.39929837142258e-80	-0.562558563295711	0.172	0.589	1.14009068079142e-75
KMT2A	3.51072504636217e-80	0.580174779287662	0.958	0.774	1.17746207329941e-75
PA2G4	5.69910976567893e-80	-0.503659274519085	0.982	0.995	1.91142442431106e-75
DNMT1	7.20364410772293e-80	-0.627106442078166	0.926	0.971	2.41603019728919e-75
ZFP36L2	8.99529878220053e-80	0.738472278740751	0.782	0.487	3.01693325856224e-75
FAM213A	1.65748237952835e-79	0.543894847127002	0.965	0.847	5.55903015270014e-75
PHF19	3.59915406298727e-79	-0.599686037374924	0.536	0.805	1.2071202811853e-74
FAM50A	4.14045152386928e-79	0.491253574764495	0.963	0.886	1.38866603659052e-74
KMO	6.57377201188354e-79	0.354098871884752	0.627	0.244	2.20477739506562e-74
PMEPA1	6.86544798837005e-79	0.379423577990393	0.65	0.302	2.30260260081943e-74
TP53	1.16495335943406e-78	0.366836937455858	0.706	0.32	3.9071370722059e-74
MRPL41	1.66308030820286e-78	-0.503105259414794	0.972	0.993	5.57780504568159e-74
ANTXR1	2.71409576101269e-78	0.604707105809583	0.919	0.728	9.10280577286047e-74
PLS3	4.33212820089423e-78	0.487386859126488	0.846	0.544	1.45295247729792e-73
PPID	9.00023889061839e-78	-0.599568651973152	0.779	0.902	3.0185901215245e-73
COL3A1	1.88375006516139e-77	0.551589341693222	0.83	0.477	6.31790934354478e-73
DMAC1	2.47076277182547e-77	-0.5339187973699	0.639	0.835	8.28669126042544e-73
WTIP	3.090161977646e-77	0.277071545453004	0.595	0.229	1.03640942568269e-72
RHOBTB3	3.17461841906775e-77	0.627350539516428	0.933	0.737	1.06473527157113e-72
WDR1	4.04182711263743e-77	0.512899933543866	0.917	0.727	1.35558839530747e-72
ENY2	6.5110474772008e-77	0.498434659202274	0.989	0.962	2.18374021337838e-72
ATP6V0E1	1.14255889830005e-76	0.49311481930344	0.995	0.983	3.83202828900853e-72
ZBTB16	2.34929338581748e-76	0.26224544249735	0.435	0.134	7.87929508669324e-72
EEF2	5.327331801086e-76	-0.422076417164055	0.996	1	1.78673381276623e-71
KIT	1.36920114243824e-75	0.348665824977457	0.558	0.213	4.59216371162362e-71
CYCS	1.40012941084879e-75	-0.505514407116392	0.972	0.995	4.69589403104575e-71
FSTL3	1.79029135671875e-75	0.395691945146272	0.641	0.299	6.00445818129901e-71
COPE	2.21985718304824e-75	-0.450247392363907	0.973	0.996	7.4451790062255e-71
PSMB6	2.33813285986127e-75	-0.431054153408978	0.981	0.997	7.84186379868871e-71
CALCB	3.1359919889342e-75	0.776690825387032	0.844	0.473	1.05178035316864e-70
KRT18	3.4666140284107e-75	-1.05461732022188	0.333	0.682	1.16266767898867e-70
SELENOM	4.75457928726273e-75	0.339414879342179	0.563	0.218	1.59463834715505e-70
RPL5	5.1296835119208e-75	-0.301792773153447	0.993	0.999	1.72044455306312e-70
MYEOV	7.02568204672529e-75	-0.59207046116913	0.232	0.616	2.35634350165119e-70
TPM4	7.52288943816124e-75	0.503724336566461	0.993	0.997	2.5231018886649e-70
SAMD4A	7.75713656572005e-75	0.280158857530836	0.501	0.175	2.60166603277685e-70
PHLDB1	1.49187438618613e-74	0.3189107448323	0.563	0.228	5.00359750382966e-70
SUGT1	1.81455039756205e-74	-0.53003046885203	0.871	0.955	6.08582057838336e-70
RPL23	2.28395191695357e-74	0.461745512789343	0.996	0.999	7.66014633427059e-70
ZYX	2.86741183857978e-74	0.534723497262947	0.885	0.67	9.61701256541272e-70
CCT8	3.87280332169463e-74	-0.443275064398754	0.979	0.993	1.29889950606316e-69
SOD1	9.57766100246533e-74	-0.409621295691407	0.982	0.997	3.21225172361685e-69
PXDC1	1.18402214222734e-73	0.258283455502638	0.474	0.161	3.97109186281626e-69
C1QBP	1.35561161159547e-73	-0.391644064755816	0.995	0.998	4.54658578413003e-69
FAU	1.37829690390053e-73	-0.328393344582095	0.998	0.999	4.622669985992e-69
JAM3	2.49621774045583e-73	0.340541348280796	0.614	0.262	8.3720646797148e-69
RPS8	2.53322419644463e-73	-0.285604382739003	1	1	8.49618063245565e-69
C9orf3	2.77810598550064e-73	0.354211464410874	0.543	0.208	9.31748966477061e-69
SORD	2.80951361586922e-73	-0.549651335712044	0.869	0.949	9.42282771626378e-69
CMBL	3.40080841486098e-73	0.276489888928451	0.595	0.225	1.14059713426022e-68
UCHL1	3.48002146067157e-73	0.591248085659656	0.982	0.964	1.16716439769464e-68
ISYNA1	6.28943734028705e-73	-0.532600041929052	0.354	0.695	2.10941438955887e-68
NASP	8.94566799935752e-73	-0.539934182241919	0.984	0.995	3.00028759030452e-68
CNN3	9.85838057719471e-73	0.497502309953306	0.972	0.953	3.30640226178533e-68
ATP5F1D	1.15214314161981e-72	-0.457046072487723	0.975	0.996	3.86417288267867e-68
TMEM45A	1.68844215456384e-72	0.287446606576034	0.535	0.196	5.66286614219167e-68
GINS2	3.96531742250225e-72	-0.618314576685389	0.609	0.824	1.32992781033303e-67
COL1A1	4.30080529130416e-72	0.869672452101229	0.735	0.412	1.4424470866505e-67
GTF3A	4.42003270418154e-72	-0.50165220746606	0.873	0.951	1.48243476865545e-67
AP2M1	4.9846653696085e-72	0.429106559950415	0.991	0.989	1.67180691831299e-67
PCSK1N	5.36259910433429e-72	0.473814881362296	0.791	0.417	1.79856211360268e-67
PXDN	1.20872430198523e-71	0.579957068819822	0.942	0.782	4.05394043642827e-67
RPLP2	1.31881022152896e-71	-0.295329881752847	0.998	1	4.42315760198597e-67
IER3	1.43359257545405e-71	0.840558135706629	0.795	0.523	4.80812613881532e-67
LIMCH1	1.5560402248829e-71	0.309515408616419	0.499	0.174	5.21880331023476e-67
MRPL4	1.65955485960157e-71	-0.539942436453262	0.894	0.953	5.56598104361772e-67
ZFHX4	2.31111652096498e-71	0.40234441059626	0.738	0.366	7.75125369966445e-67
FTL	2.33940028239885e-71	0.637210877766379	0.998	1	7.84611460713749e-67
TPI1	2.71769011729394e-71	-0.433846678625109	0.989	0.997	9.11486088439215e-67
LITAF	3.53302313458657e-71	0.400261873483133	0.825	0.448	1.18494062910899e-66
DSEL	5.42740933697752e-71	0.621149059393651	0.86	0.575	1.82029881752889e-66
TMSB10	1.50066580511787e-70	0.404081815785489	0.993	1	5.03308304378484e-66
C4orf48	1.54960164774209e-70	0.530053459770568	0.952	0.893	5.19720896636218e-66
MARCH1	2.37881464790583e-70	0.321428780835527	0.625	0.27	7.97830644761136e-66
HDAC1	2.57602933804522e-70	-0.496601536387689	0.719	0.861	8.63974479686986e-66
NQO2	3.83189614815707e-70	-0.563536110336328	0.648	0.828	1.2851796491304e-65
COL6A2	6.16669788768009e-70	0.278318830294181	0.536	0.203	2.06824880454902e-65
ARID4B	6.7599414434386e-70	0.462301192789095	0.903	0.673	2.26721676071487e-65
RHOA	8.66328978323931e-70	0.458871704121188	0.972	0.98	2.90558076040063e-65
PBX1	1.17375595653811e-69	0.501565781915635	0.848	0.532	3.93666010263318e-65
EEF1E1	1.38744773700053e-69	-0.49986981377463	0.904	0.957	4.65336096512608e-65
S100A11	1.66733519212687e-69	-0.935277642845761	0.653	0.863	5.59207550087432e-65
HSPA2	2.26340166661241e-69	0.439825976232153	0.474	0.179	7.59122284965136e-65
NDN	9.31368815166271e-69	0.300846654478945	0.572	0.22	3.12371786918616e-64
MTURN	1.35128506760307e-68	0.292906805086141	0.665	0.298	4.53207498823392e-64
